ID	char	pua	romanized	symbol
SD-E3AF	蒟	U+1083AF	jū	
SD-E3B0	蒺	U+1083B0	li	
SD-E3B1	蓎	U+1083B1	tthi	
SD-E3B2	蓂	U+1083B2	htu	
SD-E3B3	蒬	U+1083B3	drauḥ	
SD-E3B4	蒮	U+1083B4	kkai	
SD-E3B5	蒫	U+1083B5	ṣprī	
SD-E3B6	蒹	U+1083B6	triṃ	
SD-E3B7	蒴	U+1083B7	gni	
SD-E3B8	蓁	U+1083B8	llī	
SD-E3B9	蓍	U+1083B9	nja	
SD-E3BA	蒪	U+1083BA		‧
SD-E3BB	蒚	U+1083BB	ha	
SD-E3BC	蒱	U+1083BC	ṅvī	
SD-E3BD	蓐	U+1083BD	ṅgu	
SD-E3BE	蒝	U+1083BE		
SD-E3BF	蒧	U+1083BF	ḷ	
SD-E3C0	蒻	U+1083C0		
SD-E3C1	蒢	U+1083C1	ṛ	
SD-E3C2	蒔	U+1083C2	t	
SD-E3C3	蓇	U+1083C3	huḥ	
SD-E3C4	蓌	U+1083C4	rbhi	
SD-E3C5	蒛	U+1083C5	dyā	
SD-E3C6	蒩	U+1083C6	ryā	
SD-E3C7	蒯	U+1083C7	dū	
SD-E3C8	蒨	U+1083C8	yu	
SD-E3C9	蓖	U+1083C9	lle	
SD-E3CA	蒘	U+1083CA	ṭvā	
SD-E3CB	蒶	U+1083CB	dhta	
SD-E3CC	蓏	U+1083CC	tssa	
SD-E3CD	蒠	U+1083CD	ḍhḍha	
SD-E3CE	蓗	U+1083CE	ndha	
SD-E3CF	蓔	U+1083CF	dyo	
SD-E3D0	蓒	U+1083D0	mja	
SD-E3D1	蓛	U+1083D1	vja	
SD-E3D2	蒰	U+1083D2	jū	
SD-E3D3	蒑	U+1083D3	mca	
SD-E3D4	虡	U+1083D4	ṣṇā	
SD-E3D5	蜳	U+1083D5	sghā	
SD-E3D6	蜣	U+1083D6	dvau	
SD-E3D7	蜨	U+1083D7	lpha	
SD-E3D8	蝫	U+1083D8	ṣvrī	
SD-E3D9	蝀	U+1083D9	śau	
SD-E3DA	蜮	U+1083DA	nddha	
SD-E3DB	蜞	U+1083DB	ṅja	
SD-E3DC	蜡	U+1083DC	ṅca	
SD-E3DD	蜙	U+1083DD	tsā	
SD-E3DE	蜛	U+1083DE	pu	
SD-E3DF	蝃	U+1083DF	tru	
SD-E3E0	蜬	U+1083E0	rvā	
SD-E3E1	蝁	U+1083E1	ṇḍka	
SD-E3E2	蜾	U+1083E2	juṃ	
SD-E3E3	蝆	U+1083E3	bhdra	
SD-E3E4	蜠	U+1083E4	gṛṃ	
SD-E3E5	蜲	U+1083E5	sṛ	
SD-E3E6	蜪	U+1083E6		
SD-E3E7	蜭	U+1083E7	tyāṃ	
SD-E3E8	蜼	U+1083E8	sāṃ	
SD-E3E9	蜒	U+1083E9	kkā	
SD-E3EA	蜺	U+1083EA	spha	
SD-E3EB	蜱	U+1083EB	ṇu	
SD-E3EC	蜵	U+1083EC	dśa	
SD-E3ED	蝂	U+1083ED	rsu	
SD-E3EE	蜦	U+1083EE	dda	
SD-E3EF	蜧	U+1083EF	pūṃ	
SD-E3F0	蜸	U+1083F0		
SD-E3F1	蜤	U+1083F1	dsa	
SD-E3F2	蜚	U+1083F2	rra	
SD-E3F3	蜰	U+1083F3	tbha	
SD-E3F4	蜑	U+1083F4	pgi	
SD-E3F5	裷	U+1083F5	yaṃ	
SD-E3F6	裧	U+1083F6	snā	
SD-E3F7	裱	U+1083F7	pṣe	
SD-E3F8	裲	U+1083F8	ntrī	
SD-E3F9	裺	U+1083F9	ddhāṃ	
SD-E3FA	裾	U+1083FA	hva	
SD-E3FB	裮	U+1083FB	lla	
SD-E3FC	裼	U+1083FC	ū	
SD-E3FD	裶	U+1083FD	u	
SD-E3FE	裻	U+1083FE	kṣe	
SD-E440	裰	U+108440	śre	
SD-E441	裬	U+108441	saṃ	
SD-E442	裫	U+108442	rhya	
SD-E443	覝	U+108443	mva	
SD-E444	覡	U+108444	vya	
SD-E445	覟	U+108445	dhā	
SD-E446	覞	U+108446	ṅga	
SD-E459	跿	U+108459		？
SD-E463	踄	U+108463		
SD-E466	輎	U+108466	stre	
SD-E467	輍	U+108467	rghaṃ	
SD-E468	鄣	U+108468	jmaṃ	
SD-E469	鄜	U+108469	ndhāḥ	
SD-E46A	鄠	U+10846A	ttiṃ	
SD-E46B	鄢	U+10846B	ṣphu	
SD-E46C	鄟	U+10846C	svu	
SD-E46D	鄝	U+10846D	seṃ	
SD-E46E	鄚	U+10846E		
SD-E46F	鄤	U+10846F	kra	
SD-E470	鄡	U+108470		
SD-E471	鄛	U+108471	maṃ	
SD-E472	酺	U+108472	sāḥ	
SD-E473	酲	U+108473	māḥ	
SD-E47A	鉺	U+10847A	n	
SD-E47B	銠	U+10847B		
SD-E47C	銔	U+10847C	rvva	
SD-E47D	銪	U+10847D	l	
SD-E47E	銍	U+10847E		
SD-E4A1	銦	U+1084A1		
SD-E4A2	銚	U+1084A2	mda	
SD-E4A3	銫	U+1084A3		
SD-E4A4	鉹	U+1084A4	sṭhu	
SD-E4A5	銗	U+1084A5	dda	
SD-E4A6	鉿	U+1084A6	bhyo	
SD-E4A7	銣	U+1084A7		
SD-E4A8	鋮	U+1084A8		
SD-E4A9	銎	U+1084A9		
SD-E4AA	銂	U+1084AA	sṭa	
SD-E4AB	銕	U+1084AB	rṭha	
SD-E4AC	銢	U+1084AC	pti	
SD-E4AD	鉽	U+1084AD		
SD-E4AE	銈	U+1084AE	rya	
SD-E4AF	銡	U+1084AF	mṛe	
SD-E4B0	銊	U+1084B0	kṭa	
SD-E4B1	銆	U+1084B1	cyā	
SD-E4B2	銌	U+1084B2		
SD-E4B3	銙	U+1084B3	dhū	
SD-E4B4	銧	U+1084B4	khto	
SD-E4B5	鉾	U+1084B5	ṣpī	
SD-E4B6	銇	U+1084B6	ṣpā	
SD-E4B7	銩	U+1084B7	nmā	
SD-E4B8	銝	U+1084B8	tyā	
SD-E4B9	銋	U+1084B9	bhyā	
SD-E4BA	鈭	U+1084BA	bda	
SD-E4BB	隞	U+1084BB	ddho	
SD-E4BC	隡	U+1084BC	ddhai	
SD-E4BD	雿	U+1084BD	tdhā	
SD-E4BE	靘	U+1084BE	treḥ	
SD-E4BF	靽	U+1084BF	nṭyū	
SD-E4C0	靺	U+1084C0	ṣchu	
SD-E4C1	靾	U+1084C1	ṇci	
SD-E4C2	鞃	U+1084C2	ṇca	
SD-E4C3	鞀	U+1084C3	thdā	
SD-E4C4	鞂	U+1084C4	lāṃ	
SD-E4C5	靻	U+1084C5	śaṃ	
SD-E4C6	鞄	U+1084C6		
SD-E4C7	鞁	U+1084C7	ktaṃ	
SD-E4C8	靿	U+1084C8	rnta	
SD-E4C9	韎	U+1084C9	jya	
SD-E4CA	韍	U+1084CA	ṣtva	
SD-E4CB	頖	U+1084CB		
SD-E4CC	颭	U+1084CC	āḥ	
SD-E4CD	颮	U+1084CD	ṇi	
SD-E4CE	餂	U+1084CE		
SD-E4CF	餀	U+1084CF	ṣṇḍa	
SD-E4D0	餇	U+1084D0		
SD-E4D1	馝	U+1084D1	jṇa	
SD-E4D2	馜	U+1084D2	ṇai	
SD-E4D3	駃	U+1084D3	gaṃ	
SD-E4D4	馹	U+1084D4	jaṃ	
SD-E4D5	馻	U+1084D5	hrūṃ	
SD-E4D6	馺	U+1084D6	ṣpre	
SD-E4D7	駂	U+1084D7	śāṃ	
SD-E4D8	馽	U+1084D8	rdṛ	
SD-E4D9	駇	U+1084D9	ciṃ	
SD-E4DA	骱	U+1084DA	lpa	
SD-E4DB	髣	U+1084DB	yeḥ	
SD-E4DC	髧	U+1084DC	āḥ	
SD-E4DD	鬾	U+1084DD	ṇe	
SD-E4DE	鬿	U+1084DE		
SD-E4DF	魠	U+1084DF	ṇaṃ	
SD-E4E0	魡	U+1084E0	ṇaḥ	
SD-E4E1	魟	U+1084E1	ṇḍa	
SD-E4E2	鳱	U+1084E2	ṅṅi	
SD-E4E3	鳲	U+1084E3		
SD-E4E4	鳵	U+1084E4	lbha	
SD-E4E5	麧	U+1084E5		
SD-E4E6	僿	U+1084E6		
SD-E4E7	儃	U+1084E7	kṝ	
SD-E4E8	儰	U+1084E8	kḷ	
SD-E4E9	僸	U+1084E9	kḹ	
SD-E4EA	儆	U+1084EA	huṃ	
SD-E4EB	儇	U+1084EB		
SD-E4EC	僶	U+1084EC	ṭā	
SD-E4ED	僾	U+1084ED	ṭaḥ	
SD-E4EE	儋	U+1084EE	ṇca	
SD-E4EF	儌	U+1084EF		
SD-E4F0	僽	U+1084F0		
SD-E4F1	儊	U+1084F1	ṇyā	
SD-E4F2	劋	U+1084F2	śrīḥ	
SD-E4F7	噂	U+1084F7	nu	
SD-E4F8	噌	U+1084F8	dmāṃ	
SD-E4F9	嘵	U+1084F9	ṭūṃ	
SD-E4FA	噁	U+1084FA	trūṃ	
SD-E4FB	噊	U+1084FB	ṇco	
SD-E4FC	噉	U+1084FC	ḍmu	
SD-E4FD	噆	U+1084FD	phaṭ	
SD-E4FE	噘	U+1084FE	vāṃ	
SD-E540	噚	U+108540	mbhuḥ	
SD-E541	噀	U+108541	ṭrūṃ	
SD-E542	嘳	U+108542	drūṃ	
SD-E543	嘽	U+108543	ttāṃ	
SD-E544	嘬	U+108544	ṣpra	
SD-E545	嘾	U+108545	kṣṇa	
SD-E546	嘸	U+108546	ṣū	
SD-E547	嘪	U+108547	ḍga	
SD-E548	嘺	U+108548	pāṃ	
SD-E549	圚	U+108549	ndhya	
SD-E54A	墫	U+10854A	rṇṇa	
SD-E54B	墝	U+10854B	tkṣa	
SD-E54C	墱	U+10854C	yye	
SD-E54D	墠	U+10854D	tkṣi	
SD-E54E	墣	U+10854E	ṇcu	
SD-E54F	墯	U+10854F	vyāṃ	
SD-E550	墬	U+108550	yū	
SD-E551	墥	U+108551	ṣpi	
SD-E552	墡	U+108552	tku	
SD-E553	壿	U+108553	bdhe	
SD-E554	嫿	U+108554	ṣtha	
SD-E555	嫴	U+108555	jṇi	
SD-E556	嫽	U+108556	rbu	
SD-E557	嫷	U+108557	khū	
SD-E558	嫶	U+108558	ñḍha	
SD-E559	嬃	U+108559	bdhi	
SD-E55A	嫸	U+10855A	cce	
SD-E55B	嬂	U+10855B	cchlhīṃ	
SD-E55C	嫹	U+10855C	cchna	
SD-E55D	嬁	U+10855D	cchri	
SD-E55E	嬇	U+10855E	cchu	
SD-E55F	嬅	U+10855F	cchū	
SD-E560	嬏	U+108560	cco	
SD-E561	屧	U+108561	cū	
SD-E562	嶙	U+108562	dca	
SD-E563	嶗	U+108563	ddhaḥ	
SD-E564	嶟	U+108564	dhūḥ	
SD-E565	嶒	U+108565	dhuṃ	
SD-E566	嶢	U+108566	dhyū	
SD-E567	嶓	U+108567	dkho	
SD-E568	嶕	U+108568	drūṃ	
SD-E569	嶠	U+108569	gbha	
SD-E56A	嶜	U+10856A	ghū	
SD-E56B	嶡	U+10856B	ghuṃ	
SD-E56C	嶚	U+10856C	gnyu	
SD-E56D	嶞	U+10856D	jñī	
SD-E56E	幩	U+10856E	jrīḥ	
SD-E56F	幝	U+10856F	kruṃ	
SD-E570	幠	U+108570	lkā	
SD-E571	幜	U+108571	lpā	
SD-E572	緳	U+108572	lpe	
SD-E573	廛	U+108573	lūṃ	
SD-E574	廞	U+108574	mme	
SD-E575	廡	U+108575	ṇḍīṃ	
SD-E576	彉	U+108576	ndya	
SD-E577	徲	U+108577	ndye	
SD-E578	憋	U+108578	ndyo	
SD-E579	憃	U+108579	nka	
SD-E57A	慹	U+10857A	nku	
SD-E57B	憱	U+10857B	npi	
SD-E57C	憰	U+10857C	npri	
SD-E57D	憢	U+10857D	npū	
SD-E57E	憉	U+10857E	ntrāṃ	
SD-E5A1	憛	U+1085A1	ṇu	
SD-E5A2	憓	U+1085A2	phu	
SD-E5A3	憯	U+1085A3	phuḥ	
SD-E5A4	憭	U+1085A4	pruṃ	
SD-E5A5	憟	U+1085A5	ptiṃ	
SD-E5A6	憒	U+1085A6	puḥ	
SD-E5A7	憪	U+1085A7	rcū	
SD-E5A8	憡	U+1085A8	rmme	
SD-E5A9	憍	U+1085A9	rmmi	
SD-E5AA	慦	U+1085AA	rṇṇī	
SD-E5AB	憳	U+1085AB	ṣkṛ	
SD-E5AC	戭	U+1085AC	ṣpaṃ	
SD-E5AD	摮	U+1085AD	sphuḥ	
SD-E5AE	摰	U+1085AE	stāṃ	
SD-E5AF	撖	U+1085AF	stṛ	
SD-E5B0	撠	U+1085B0	ṣṭraṃ	
SD-E5B1	撅	U+1085B1	thiṃ	
SD-E5B2	撗	U+1085B2	ṭhū	
SD-E5B3	撜	U+1085B3	tkhe	
SD-E5B4	撏	U+1085B4	tmu	
SD-E5B5	撋	U+1085B5	tpha	
SD-E5B6	撊	U+1085B6	tphu	
SD-E5B7	撌	U+1085B7	tpra	
SD-E5B8	撣	U+1085B8	troṃ	
SD-E5B9	撟	U+1085B9	tsaṃ	
SD-E5BA	摨	U+1085BA	ttroṃ	
SD-E5BB	撱	U+1085BB	ttruṃ	
SD-E5BC	撘	U+1085BC	ttrūṃ	
SD-E5BD	敶	U+1085BD	ṅgni	
SD-E5BE	敺	U+1085BE	ṅgṛ	
SD-E5BF	敹	U+1085BF	ṅgra	
SD-E5C0	敻	U+1085C0	ṅhiṃ	
SD-E5C1	斲	U+1085C1	ṅkṛ	
SD-E5C2	斳	U+1085C2	ṅkru	
SD-E5C3	暵	U+1085C3	śu	
SD-E5C4	暰	U+1085C4	jāṃ	
SD-E5C5	暩	U+1085C5	ḍhāṃ	
SD-E5C6	暲	U+1085C6	nū	
SD-E5C7	暷	U+1085C7	bū	
SD-E5C8	暪	U+1085C8	lke	
SD-E5C9	暯	U+1085C9	lū	
SD-E5CA	樀	U+1085CA	ntye	
SD-E5CB	樆	U+1085CB	ndhāṃ	
SD-E5CC	樗	U+1085CC	mbū	
SD-E5CD	槥	U+1085CD	cchraṃ	
SD-E5CE	槸	U+1085CE	ntro	
SD-E5CF	樕	U+1085CF	ṅkya	
SD-E5D0	槱	U+1085D0	vyū	
SD-E5D1	槤	U+1085D1	gnya	
SD-E5D2	樠	U+1085D2	nnāṃ	
SD-E5D3	槿	U+1085D3	nke	
SD-E5D4	槬	U+1085D4	jṇo	
SD-E5D5	槢	U+1085D5	jṇe	
SD-E5D6	樛	U+1085D6	jṇī	
SD-E5D7	樝	U+1085D7	dhvā	
SD-E5D8	槾	U+1085D8	ḍgi	
SD-E5D9	樧	U+1085D9	rṇṇā	
SD-E5DA	槲	U+1085DA	rjje	
SD-E5DB	槮	U+1085DB	rthāṃ	
SD-E5DC	樔	U+1085DC	dkhū	
SD-E5DD	槷	U+1085DD	ndrāṃ	
SD-E5DE	槧	U+1085DE	bdha	
SD-E5DF	橀	U+1085DF	rṣāṃ	
SD-E5E0	樈	U+1085E0	ntrū	
SD-E5E1	槦	U+1085E1	ddhyā	
SD-E5E2	槻	U+1085E2	grāṃ	
SD-E5E3	樍	U+1085E3	ṇḍiṃ	
