ID	unicode	uni_char	norm_unicode	norm_uni_char	composition	norm_big5_char	moe_variant_id
CB30831					[(婁-十+〡)*(己-(乳-孚)+又)]		
CB30832	235AB	𣖫			[愨-心+木]		c05306
CB30833					[一/(美-(王/大))/工]		
CB30834					[(一/万)*(弋-一)]		
CB30835					[達-羊+(彳*ㄑ)]	遠	
CB30836			2867B	𨙻	[邱-丘+(冉-土+＝)]	那	a04204-003
CB30838					[偤-酉+(冗-几+(一/豕))]	像	
CB30839					[邱-丘+(司-(一/口)+井)]	那	a04204-020_1
CB30840					[八/公/儿]	兗	
CB30841	28677	𨙷			[邱-丘+井]		
CB30842					[式-工+(一/人)]		
CB30843					[((大/有)*尤)/土]	壟	
CB30844					[(殷-(万-(石-口))+十)-几+口]	殷	
CB30845					[佐-工+田]	備	a00220-024
CB30846					[企-止+禹]	禽	a02910-003
CB30847					[界-介+?]	界	a02640-006
CB30848	3445	㑅			[作-(〡*＝)+上]	作	a00123-001
CB30849					[狂-王+((平-十)/目)]	猶	a02529-005
CB30850					[〦/且]	直	a02759-009
CB30851					[(大/有)*(尬-介+三)]		
CB30852					[(美-(王/大)+木)*(十/目)]		
CB30853					[偟-土+ㄆ]		
CB30854	38E7	㣧			[胤-(厂-一)+彳]	胤	a03318-006
CB30855					[卡-上+((這-、)-言+〡)]		
CB30856					[蕼-聿+(┐/一/又)]	葭	b03952-003
CB30857					[親-立+又]		
CB30858					[(起-(走-土)+之)-(乳-孚)+(〡*ㄑ)]	起	a03992-015
CB30859					[袖-由+(十/田/刁)]		
CB30860					[(虛-(├/七)+王)*(前-刖+ㄅ)]	虧	a03613-020
CB30861					[栔-丰+木]	樑	
CB30862			22232	𢈲	[序-予+((〡*＝*〡)/子)]		a00064-014
CB30863					[序-予+((〡*＝*〡)/了)]	序	a01201-003
CB30864					[木*((必-心)/(必-心)/(乂-(必-心)))]	朽	a01859-007
CB30866					[(〦/日/((烈-列)-、))*(玉-王+尢)]	就	
CB30867					[(假-又+乂)-?+?]	假	a00203-016
CB30868	201F9	𠇹			[佰-白+(人/工)]	俓	b00073-003
CB30870					[災-火+大]	災	a02387-012
CB30871					[親-立+大]	親	a03770-016
CB30872					[(利-禾+(美-(王/大)+月))/刀]		
CB30873					[宋-木+(怡-台+禺)]	竊	a02976-017
CB30874	28427	𨐧			[辟-口+(口/土)]	壁	a00817-006
CB30876					[完-兀+昊]		
CB30877					[遑-王+勿]	邊	a04196-059
CB30878					[邱-丘+(冉-土+(白-日+(十/一)))]	那	
CB30879					[袁-口]		
CB30880					[鹿-比+(尤-尢+又)]		
CB30881					[度-又+父]	度	a01210-020
CB30882					[目*(臾-人+〡)]		
CB30883					[囗@(舉-與)]		
CB30884	26007	𦀇			[絔-白+(八/土)]	經	a03124-005
CB30885					[(既-旡+元)/木]	概	
CB30886					[序-予+(卬-ㄗ+工)]		
CB30887	2849B	𨒛			[這-言+尒]	邇	a04195-002
CB30888					[怖-巾+(玉-王+土)]	怪	
CB30889	231A8	𣆨			[(〡*日)/(夙-歹+(舉-與))]	鼠	a04789-002
CB30890					[日*(謈-言+米)]		
CB30891					[這-言+(民-(弋-、)+ㄒ)]		
CB30892					[((日/工)*(口/又))/(金-十+(前-刖+〡))]	鑿	
CB30893					[但-日+平]	徑	a01289-011
CB30894					[蔾-ㄉ+勿]		
CB30895					[(並-(前-刖))/口]		
CB30896					[頑-兀+尢]	規	a03768-009
CB30897					[升-(白-日+?)]		
CB30898					[壴*(口/又)]	鼓	a04786-011
CB30899					[伐@(烈-列+工)]	戚	a01476-010
CB30900					[鄉-郎+刀]	幼	
CB30901					[秉-禾+(千/水)]	秉	a02915-005
CB30902					[馬*(品/(企-止+(恭-共)))]	驂	
CB30903					[舊-臼+(〡*日)]	舊	a03401-031
CB30904					[口/(十-〡+ㄅ)]	號	a03612-046
CB30905					[隱-(急-(色-巴))]	陘	b05539-001
CB30907					[襜-言+吉]		
CB30908					[聯-丱+心]	聯	a03277-005
CB30909					[享-口+(〡*＝*〡)]		a00064-005
CB30910					[(禾*勿)/木]		
CB30911					[煞-(色-巴)+〦]	煞	a02430-002
CB30912					[窺-夫+示]	窺	
CB30913					[糸*(米-木+(宋-木+子))]	綍	b03371-001
CB30914					[利-禾+(〦/米)]	刺	a00347-008
CB30915					[(先-儿+巾)*甫]	黼	b06260-003
CB30916					[萑/寸]	奪	a00874-012
CB30917					[(亡*夕)/一/心]	望	
CB30918					[身-?+?]	身	a04056-008
CB30919					[〦/(〡*＝*〡)/(同-(一/口)+(前-刖+十))]		
CB30920					[臄-虍+(米-木+(亢-几))]	勝	
CB30921					[六/隹/皿]	奮	a00876-009
CB30922					[(((卯-ㄗ)*巳)/(金-(企-止)))*斤]		
CB30923					[韋-(口/(舛-夕))+((〦*〦)/寸)]		
CB30924					[邁-禺+(美-(王/大)+口)]		
CB30925	2862C	𨘬			[邁-禺+帶]		n00447
CB30926					[尤-尢+烋]		b02385-003
CB30927					[(、/、)*主]		
CB30928					[全-土+工]	全	a00283-004_1
CB30929	46C0	䛀			[言*反]		c13046
CB30930					[揙-戶+?]		
CB30931					[宋-木+頁]	寡	a01044-015
CB30932	276E8	𧛨			[衣-〦+商]	裔	a03727-007
CB30933					[目*(色-巴+(罩-卓+成))]		
CB30934			4108	䄈	[示*豆]		
CB30935					[邏-維+外]		
CB30936					[顧-隹+二]	顧	a04567-005
CB30937					[添-天+(品/(企-止))]	澡	
CB30938	52E7	勧			[(矢-人+隹)*力]	勸	a00404-003
CB30939	37F5	㟵			[山/罡]		a01107-007
CB30940					[(亡*匕)/立]		
CB30941					[(├/(冗-几+月))*(口/又)]		
CB30942					[茍-句+(一/八)]	共	a00289-004
CB30943					[山/((烈-列+(〦/日))*尤)]		
CB30944					[僬-隹+晏]	偃	
CB30945					[垂-┴+止]		
CB30946	38FC	㣼			[怡-口+刃]		a01312-001
CB30947					[(玉-王+土)*(戒-廾+(鄉-郎))]	域	
CB30948	29599	𩖙			[颱-台+力]		c16258
CB30949	2086F	𠡯			[事*力]		c00742
CB30950					[前-刖+月]	胥	a03309-008
CB30952			26566	𦕦	[(耳*(人/人))/人]	聚	a03273-016
CB30953					[蘆-(├/七/田)+王]		
CB30954					[草-十+(乳-孚)]	芭	a03435-001
CB30955	22ABA	𢪺			[托-七+犬]	拔	a01534-004
CB30956					[蕉-隹+刖]	煎	a02419-006
CB30957					[(三/(厂-一))*月]	朔	a01845-008
CB30958					[〦/火]		
CB30959	25570	𥕰			[石*虛]		c08882
CB30961					[(甫-、)-日+臼]		
CB30962					[營-(火*火)+(帶-(冗-几+巾))]	營	a02453-010
CB30963					[狂-王+(白/(前-刖))]		
CB30964					[漠-旲+((〡*＝)/一)]	茫	
CB30965					[詣-匕+文]		
CB30966	23DEC	𣷬			[洌-歹+(前-刖+(大-一+└))]	淵	a02234-043
CB30967					[武-止+八]	戒	
CB30968					[(囗@(乂*乂))/〦/且]		
CB30969	286E6	𨛦			[君*邑]	郡	a04211-001
CB30970					[(美-(王/大)+口)*邑]		
CB30971	23142	𣅂			[日/〦]		a01772-001
CB30972	22F99	𢾙			[敲-高+昜]	揚	a01634-005
CB30973					[〦/目/一/心]	德	
CB30974	2840C	𨐌			[〦/羊]	辛	a04101-001
CB30975	44AD	䒭			[蒪-甫+((侯-(仁-二))-矢)]	等	a02997-004
CB30976					[(土/分)*頁]		
CB30977					[(越-(走-土)+(之-、))-戉-(袁-口)]		
CB30978					[莫*隹]	難	
CB30979					[受-又+隻]		
CB30980					[(身-＝)*邑]	邪	
CB30981					[浂-天+口]	沼	a02165-002
CB30982					[囗@(土/水)]		
CB30983					[遼-(日/小)+目]	遼	a04187-017_1
CB30984	21485	𡒅			[壙-黃+(素-糸+回)]	墻	
CB30985					[思-十+(坐-工)]	思	a01330-011
CB30986	2276B	𢝫			[壴/心]		a00628-012
CB30987					[式-弋+戈]	式	a01243-001
CB30988			5BF3	寳	[寶-缶+(妳-女)]	寶	a01056-011
CB30989					[磑-豆+夆]		
CB30990			382F	㠯	[己-(乳-孚)+口]	以	a00078-002
CB30991					[嬇-貝+死]		
CB30992					[豸*包]		
CB30993					[夾-(人*人)+((白-日)*(炙-火))]	夜	
CB30994					[甬-用+((烝-氶)/皿)]		
CB30995					[罕-干+真]		
CB30996					[陸-八+北]		a04424-009
CB30997					[僠-釆+(前-刖+(白-日))]	備	
CB30998					[(刱-井)-刀+男]		
CB30999					[這-言+(侍-十+((巨-匚)@一))]		
CB31000					[工*(美-(王/大)+丁)]	巧	a01150-005
CB31001					[儿@(白-日+(、/、))]		
CB31002					[余*(、卄、)]	斜	
CB31003					[流-ㄊ+(〦/一/ㄙ)]		
CB31004					[彩-木+(一/小)]		
CB31005	8C9F	貟			[ㄙ/貝]	員	a00594-001
CB31006					[駙-寸+(枵-木)]		
CB31007					[光-儿+貝]		
CB31008					[(麩-夾+土)-夫+文]		
CB31009	5150	児			[(〡*日)/儿]	兒	a00277-001
CB31010					[亞-二+?]	亞	a00057-003
CB31011					[禾*(玉-王+廾)]	科	
CB31012					[百*(、廾)]	斛	b01493-004
CB31013					[族-方+(社-土)]	族	
CB31014					[暈-車+云]	曇	b01584-001
CB31015					[侯-矢+(工/大)]	侯	
CB31016					[益-皿+口]		
CB31017					[文/(同-口+一)]		
CB31018	2665F	𦙟			[文/月]		a04794-008_1
CB31019					[販-又+乂]		
CB31020					[這-言+家]		
CB31021					[苔-口+(一/木)]		
CB31022					[津-?+?]		
CB31023					[戒-廾+糸]		
CB31024					[垝-厄+主]		
CB31025					[遫-束+(既-旡)]		
CB31026					[仁-二+(肆-聿+(己-(乳-孚)+(〡*又)))]	假	
CB31027					[怡-口+(文/公)]		
CB31028					[倏-犬+二]	攸	
CB31029					[達-羊+外]	遠	
CB31030	229A5	𢦥			[戒-廾+六]	戒	a01472-004
CB31031					[興-同+爻]		
CB31032					[乞-乙+布]		a01164-013
CB31033					[葺-耳+天]		
CB31034	4E1A	业			[並-(前-刖)]		a01974-006
CB31035					[廓-(邱-丘)+邑]	廓	
CB31036					[本*邑]		
CB31037	20542	𠕂			[再-王+三]	再	
CB31038			25605	𥘅	[一/((氘-气)@〡)]	示	
CB31039					[泳-永+(替-日+夫)]		
CB31040					[瑞-而+(冗-几+巾)]		
CB31041	227DC	𢟜			[夏/心]	憂	a01429-001
CB31042	25A7F	𥩿			[望-王+立]	望	a01848-003
CB31043					[前-刖+(((巨-匚)@一)/(冗-几+巾))]		
CB31044	52F2	勲			[烈-列+(重*力)]	勳	a00398-001
CB31045					[土*閒]		
CB31046	25B37	𥬷			[竺-二+(上/下)]		c09545
CB31047					[山/(倣-方+夕)]	微	a01300-011
CB31048					[一/(((〡*〡*〡)/一)*斤)]		
CB31049					[既-旡+亢]	既	
CB31050					[〦/(仁-二+(玉-王+土))]	莊	a03488-014
CB31051					[(印-ㄗ+ㄆ)/十]		
CB31052					[前-刖+杲]	果	
CB31053					[鴗-(烈-列)+(乏-之)]	竭	a02981-008
CB31054					[仁-二+(互-口+一)]	低	a00126-017
CB31055					[土*(鹿-比+(並-(前-刖)))]		
CB31056					[〦/(幽-凵)/ㄆ]	變	a03897-019
CB31057					[(木-(企-止)+(美-(王/大)))/(冗-几+隻)]	雙	a04463-009
CB31058					[企-止+干]	今	a00075-004
CB31059					[(晉-(二/日)+(友-又+目))*ㄆ]		
CB31060					[鯗-魚+目]	眷	a02771-006
CB31061					[十/(罩-卓+心)]		a01382-018
CB31062					[(大*大)/(宗-(二/〡)+于)]	榮	
CB31063					[澤-幸+方]		
CB31064					[(並-(前-刖))/(呆-十+于)]	業	
CB31065					[(哉-口+(ㄠ-ㄙ))-、]	哉	a00567-016
CB31066					[(光-兀+(豕-ㄑ))*頁]	類	
CB31067					[既-旡+元]	既	a01770-008
CB31068					[(坴*刃)/廾]	契	a00864-008
CB31069			23951	𣥑	[止/(同-(一/口)+(、/〡))]	前	
CB31070					[(傘-(企-止)+(竺-二))-┬+(一/(与-一))]	華	
CB31071					[庚-人+(卡-上+〡)]	庚	a01204-006
CB31072					[女*姿]		
CB31073	226B1	𢚱			[美-(王/大)+(公/心)]	蔥	a03559-007
CB31074					[傴-品+斤]	區	a00427-017
CB31075					[卄/┬/平]		
CB31076					[利-禾+(罩-卓+二)]		
CB31077					[(ㄙ/月)*缶]		
CB31078					[鹿-比+((〡/(乏-之))/匕)]		
CB31079					[粥/聶]		
CB31080					[雍/向]		
CB31081					[乂/巾]		
CB31082	4196	䆖			[穴/(肱-月)]		c09274
CB31083			28689	𨚉	[(冉-土+＝)*邑]	那	
CB31084					[掗-?+?]		
CB31085	248EA	𤣪			[王-十+(朮-、)]	玉	a02553-010
CB31086					[虎-儿+刀]	虎	a03604-012
CB31087	21A56	𡩖			[宋-木+(十/見)]	寬	a01052-005
CB31088	20018	𠀘			[兀/兀]	天	
CB31089	21275	𡉵			[土*(└@土)]	兆	a00270-008
CB31090					[罩-卓+(儿/丁)]		
CB31091					[帥-巾+可]		
CB31092	21E0C	𡸌			[山/住]		c02807
CB31093					[攸-ㄆ+支]	攸	b01465-012
CB31094					[暾-享+((即-ㄗ)-日+?)]	暇	a01814-004
CB31095					[璞-(美-王+工)+(呆-十+干)]		
CB31096					[(亞-二+(凵/凵))/?]		
CB31097					[日*(前-刖+ㄅ)]	盼	a02766-003
CB31098					[丘/匕]		
CB31099					[文/(畏-田+(〡*米*〡))]	齋	
CB31100					[睾-幸+(仁-二+(仁-二+人))]	眾	
CB31101					[彳*(前-刖+(前-刖+耳))]	聳	
CB31102					[(ㄠ*車*ㄠ)/虫]		
CB31103					[掀-斤+(土/月)]		
CB31104					[惚-心+(止*止)]	惱	a01394-012_1
CB31105					[悟/心]	悟	a01354-009
CB31106					[其-＝+王]		
CB31107					[庴-日+禺]	厲	a00465-011
CB31108					[臊-品+(口/又)]	槃	
CB31109					[其-＝+土]	其	a00292-010
CB31110					[利-禾+(罩-卓+山)]	剛	a00362-009
CB31111					[日*勉]		
CB31112					[改-ㄆ+(〡*己)]		
CB31113					[屹-乙+上]		
CB31114					[((彰-章)/止)*(巢-果+(一/自))]	道	
CB31115					[聽-(德-彳)+(一/口/王)]		
CB31116	8B71	譱			[羊-二+(二/(言*言))]	善	a03222-004
CB31117					[務-矛+?]		
CB31118					[(月-二+(人/人))*夏]	腹	
CB31119					[螢-虫+?]		
CB31120					[普-(前-刖)+卄]	普	a01805-005
CB31121					[晶/王]		
CB31122					[(弟-?)/日/(央-?)]		
CB31123	21686	𡚆			[((傘-(企-止)+(乏-之))-┬+工)*夬]	缺	a03197-006
CB31124					[(傘-(企-止))-┬+(一/山)]	垂	a00764-045
CB31126	22E6C	𢹬			[打-丁+雝]	擁	a01677-003
CB31127	2000C	𠀌			[(┐*┌)/一]	丘	a00015-010
CB31128					[奩-(一/品)+(咒-几+人)]	喪	a00629-027
CB31129			5BC8	寈	[宋-木+(素-糸+(同-(一/口)+┴))]	青	a04499-010
CB31130	90F6	郶			[瓿-瓦+邑]	部	a04212-001
CB31131	23C75	𣱵			[〦/水]	永	a02125-001
CB31132					[深-木+水]	深	a02243-008
CB31133	25957	𥥗			[窀-(一/凵)+曰]		c09337
CB31134	298A9	𩢩			[駓-不+(┤*├)]	驅	
CB31135					[逵-八+北]	逵	a04153-004
CB31136					[月*(芏/公/小)]		
CB31137					[(超-走+(大/止))-刀+(美-(王/大))]		
CB31138					[兆-儿+哀]		
CB31139					[赴-走+(大/止)]	赴	
CB31140					[茍-句+(夫-大+((嘹-口)-(日/小)))]	美	a03218-017
CB31141					[蕈-早+(壺-(壹-豆))]		
CB31142	20BC1	𠯁			[口/(之-〦+、)]	足	a04001-001
CB31143					[這-言+處]	遽	a04190-005
CB31144					[劇-豦+處]	劇	a00374-015
CB31145					[├/(夙-歹+(土/几))]		
CB31146					[妻-(雪-雨)+(美-(王/大)+((巨-匚)@一))]	妻	a00900-010
CB31147					[事/女]	妻	
CB31148	259E8	𥧨			[穴/(尸@貝)]		
CB31149	3CC9	㳉			[湖-古]		
CB31150					[阹*ㄆ]		
CB31152	570E	圎			[圓-口+ㄙ]	圓	a00737-003
CB31153	60AE	悮			[怳-儿+天]	誤	a03838-001
CB31154	6E08	済			[滻-(一/生)+(二*〡)]	濟	a02354-002
CB31155	6EB8	溸			[泳-永+素]		c06314
CB31156	83D2	菒			[卄/杲]	果	a01876-004
CB31157	6075	恵			[十/思]	惠	a01385-002
CB31158	22AFE	𢫾			[指-匕+〦]	指	a01561-001
CB31159	2638D	𦎍			[羌-儿+言]	善	a03222-003
CB31160	224B0	𢒰			[有*彧]		c04067-002
CB31161					[庴-日+(父-乂+又)]	度	a01210-016
CB31162	251AE	𥆮			[眺-兆+(七-(乏-之)+(土*上))]	眺	
CB31163					[臄-虍+(米-木+十)]	勝	a00397-011
CB31164					[美-(王/大)+(甲/卄/大)]	冀	a00295-023
CB31165					[托-七+犮]	拔	a01534-002
CB31166					[宋-木+具]	冥	a00306-038
CB31167					[置-直+(〦/目/一)]	置	a03205-011
CB31168					[園-口+(ㄠ-ㄙ)]	園	a00736-003
CB31169					[(ㄙ/月)*(去-?+?)]	能	a03329-019
CB31170					[〦/(仁-二+土)]	莊	
CB31171					[勒-廿+(茍-句)]	勒	a00392-017
CB31172	21544	𡕄			[壹-(一/口)+(周/一)]	壹	a00834-028
CB31173					[無-(乞-乙)+(色-巴)]	無	a02416-054
CB31174					[阿-可+(輒-車)]		
CB31175					[監-皿+土]		
CB31176					[其*少]	尟	b00762-005
CB31177					[橐-(石/木)+(王-十+卄)]	壺	
CB31178					[宋-木+(器-犬+工)]		
CB31179					[里*賣]		a04783-005
CB31180	25FB8	𥾸			[糸*勿]		
CB31181					[歹*爪]		
CB31182	23402	𣐂			[云/木]		
CB31183					[寸*尒]		
CB31184					[〦/ㄙ/心]		
CB31185					[卄/家]	蒙	a03537-011
CB31186	26B3E	𦬾			[卄/玄]		
CB31187					[后-口+ㄒ]	片	a02479-003
CB31188					[(乃-ㄋ+貝)*(、/、/、)]	願	
CB31189					[邱-丘+(冉-土+十)]	那	
CB31190					[彳*〡*(冬-ㄆ+支)]	修	
CB31191					[冰-水+少]		
CB31192					[立/見]	竟	a04532-001
CB31193					[又/布]	希	a01164-007
CB31194					[鏡-日+目]	鏡	a04336-001
CB31195					[(歹*巳)/心]	怨	a01334-015
CB31196					[矢*(匚@一)]		
CB31197					[彳*〡*(ㄆ/未)]	條	a01949-023
CB31198	20590	𠖐			[冗-几+(口/田)]	富	a01039-004
CB31199	28E67	𨹧			[阿-可+(素-糸+ㄆ)]	陵	a04422-001_1
CB31200	3634	㘴			[坐-(人*人)+(口*人)]	坐	a00754-003
CB31201			5E30	帰	[(白-日)*(厂-一+帚)]	歸	
CB31202					[喪-(口*口)+(口*人)]	喪	
CB31203			221BB	𢆻	[(茲-卄)/儿]	幾	
CB31204					[奧-釆+乂]	興	a03399-023
CB31205	56EF	囯			[囗@王]	國	a00734-001
CB31206					[ㄙ/十/回]	圖	
CB31207					[拶-夕+又]		
CB31208					[((印-ㄗ)*夕)/壬]	望	
CB31209					[(⊥*日)/儿]	兒	
CB31210					[皮-(〡/又)+(王/几)]	虎	a03604-009
CB31211					[恭-共+夾]		
CB31212					[甬-(舉-與)+士]	函	
CB31213					[奧-釆+人]	興	a03399-023
CB31214	5763	坣			[堂-口]	堂	a00782-001
CB31215					[雨/日]		
CB31216	5B9E	实			[宋-木+(斗-〡+人)]	實	a01046-001
CB31217					[攸-ㄆ+(唚-口)]	侵	
CB31218	3917	㤗			[春-日+(恭-共)]	泰	a02184-004
CB31219					[序-予+勾]		
CB31220	25628	𥘨			[社-土+勿]		
CB31221					[ㄙ/干]	牟	a02487-003
CB31222					[└@二]		
CB31223	3AB0	㪰			[文/米]	齋	a04795-016
CB31224	9089	邉			[邊-方+口]	邊	a04196-049
CB31225					[(虎-儿+隹)*(前-刖+(丁-一))]	虧	
CB31226					[〦/公]		
CB31227			57C0	埀	[乖/士]	垂	
CB31228	21378	𡍸			[品/土]		
CB31229					[(瀛-口+(罩-卓))-凡+几]	瀛	
CB31230	23E38	𣸸			[瀑-(日/共)+天]	添	a02222-002
CB31231	28E53	𨹓			[降-(舛-夕)+巾]	降	a04414-003
CB31232					[((辟-辛)/王)*辛]	璧	a02606-013
CB31233					[睡-┴+山]	睡	a02792-003
CB31234					[緻-至]	紋	a03090-002
CB31235					[夙-夕+几]		
CB31236					[革*畀]		
CB31237					[耳*畀]		
CB31238	7067	灧			[灃*色]	灩	b02370-003
CB31239	698A	榊			[木*神]		
CB31240			22038	𢀸	[├/(夕*巳)]	死	
CB31241					[(├/夕)*朱]	殊	a02081-002
CB31242					[卄/(ㄗ*(立/生))]	薩	
CB31243					[族-矢+夫]	族	a01764-004
CB31244					[月*(恭-共+夾)]	膝	a03362-013
CB31245					[ㄊ/(罩-卓+(月*羊*凡))]	羸	a03230-014
CB31246			27A42	𧩂	[詨-父+(句-口+方)]	謗	
CB31247					[(├/夕)*央]	殃	a02079-005
CB31248	21BA2	𡮢			[嘗-匕+〦]	嘗	a00664-006
CB31249					[(├/夕)*戔]	殘	a02083-012
CB31250					[(乏-之+虫)*它]	蛇	a03624-015
CB31251	21624	𡘤			[((嘹-口)-小)-日+(奄-大)]	奄	a00861-006
CB31252					[穴/(耒*(├/咼))]	竊	
CB31253	25A38	𥨸			[穴/(耒*咼)]	竊	
CB31254					[婬-壬+缶]	媱	b00686-001
CB31255	7980	禀			[稟-禾+示]	稟	a02935-001_1
CB31256	2050F	𠔏			[廿/一/八]	共	a00289-001
CB31257					[寄-大+(立-一)]	寄	a01034-001
CB31258					[立-一+(厂@羊)]		
CB31259	24386	𤎆			[煙-西+(占@ㄆ)]	煙	a02420-019
CB31260					[金*(起-巳+戊)]	鉞	b05308-016
CB31261	292A3	𩊣			[革*朱]		
CB31262					[葉-廿+卄]		a03525-009
CB31263	9690	隐			[阿-可+(急-(雪-雨)+((巨-匚)@一))]	隱	
CB31264					[邊-方+(同-一)]	邊	a04196-060
CB31265					[百-日+(冉-土+二)]	再	a00298-008
CB31266					[泳-永+(美-(王/大)+(吾-ㄒ))]		
CB31267	9D49	鵉			[亦/鳥]	鸞	a04748-001
CB31268					[迷-(這-言)+气]	氣	
CB31269					[宋-木+(├/見)]	寬	
CB31270					[(並-(前-刖))/(弓*ㄆ)]	發	a02720-030
CB31271					[打-丁+((並-(前-刖))/(弓*ㄆ))]	撥	a01666-007
CB31272					[度-又+ㄆ]	度	a01210-003
CB31273					[尤-尢+祗]	祗	a02892-016
CB31274					[堶-土+(ㄗ/土)]	墮	
CB31275					[木*(宛-(夗-夕)+匕)]	碗	a02844-012
CB31276					[蹝-止+(前-刖)]	蹤	a04040-017
CB31277					[照-刀+(美-(王/大))]	照	a02424-011
CB31278					[木*(美-(王/大)+口)]	松	
CB31279			20525	𠔥	[兼-(赤-土)+(烈-列)]	兼	a00294-002
CB31280					[奄-大+笠]	籠	
CB31281					[橋-(夭/口)+有]	橋	
CB31282					[標-示+(羊*月)]	杷	
CB31283					[騎-大+(立-一)]	騎	a04639-001
CB31284					[舒-干+土]	舒	a03405-001
CB31285	51DB	凛			[凜-禾+示]	凜	a00317-001
CB31286					[施-也+巴]	施	
CB31287	6736	朶			[乃/木]	朵	a01862-003
CB31288	5C7F	屿			[山*与]	嶼	a01138-006
CB31289	7568	畨			[米/田]	番	a02651-005
CB31290					[尒/虫]	蠶	
CB31291					[白/田/大]	鼻	a04792-009
CB31292					[畾/(宋-木+互)]	疊	
CB31293					[前-刖+合]		a03002-001
CB31294					[尤-尢+紙]	紙	a03100-003
CB31295					[(束-口+二)*力]	敕	b01471-007
CB31296					[荒-亡+(└@人)]	荒	a03464-006
CB31297					[芠/韭]	虀	b04188-006
CB31298	79A9	禩			[社-土+異]	祀	a02879-003
CB31299					[涔-今+少]	涉	a02209-008
CB31300	52B4	労			[常-吊+力]	勞	a00396-001
CB31301	8FB9	边			[這-言+力]	邊	a04196-005
CB31302	23CBC	𣲼			[沱-匕+九]	沉	
CB31303	27E58	𧹘			[共-八+(赤-土)]	赫	a03987-002
CB31304					[乳-孚+(〦/早)]	乾	a00044-032
CB31305					[泳-永+(夾/小)]	漆	a02311-014
CB31306					[晦-母+上]	昨	a01793-002
CB31307					[賁-貝+干]	幸	a01195-003
CB31308			8D82	趂	[起-巳+(乞-乙+小)]	趁	a03995-003
CB31309					[剜-夗+((夬-人)/口)]	割	a00366-012
CB31310					[來-木+(索-糸+又)]		
CB31311	8415	萕			[芠/(月-三+＝)]	薺	b04122-001
CB31312					[那-(邱-丘)+邑]	那	
CB31313	528E	劎			[僉*刀]	劍	a00377-002
CB31314					[((冰-水)*臣*巳)/心]		
CB31315					[庄-十+(耜-耒)]		
CB31317					[口/米]		
CB31318					[冰-水+(威-女+大)]	滅	
CB31319					[於-方+才]	於	a01760-014
CB31320					[○@荅]		
CB31321					[○@答]		
CB31322					[趙-土+夭]	趙	a03996-016
CB31323					[這-言+(帝-巾+古)]	適	a04178-008
CB31324	5923	夣			[夢-卄+ㄊ]	夢	a00846-011
CB31325	7B86	箆			[篦-囟+(ㄇ@人)]	篦	b03247-001
CB31326					[遽-豕+(尤-尢+匆)]	遽	
CB31327					[囗@(ㄙ/十/回)]	圖	a00739-051
CB31328					[(士/(尸@耳))*(色-巴+文)]	聲	
CB31329	28D95	𨶕			[門@(羊*欠)]	闕	
CB31330					[狂-王+(前-刖+由)]	貓	a03926-003
CB31331					[罷-(匕/匕)+去]	罷	a03211-002
CB31332	53A0	厠			[厂@則]	廁	a01220-001
CB31333			5C14	尔	[冗-几+小]	爾	
CB31334					[嗟-工+匕]	嗟	a00645-016
CB31335					[社-土+內]		
CB31336			5160	兠	[(土*白*匕)/几]	兜	
CB31337	3CFA	㳺			[游-方+(打-丁)]	游	a02249-001
CB31338	2853B	𨔻			[違-(舛-夕)+巾]	違	a04163-001
CB31339					[願-(白/小)+(且-一+?)]	願	
CB31340					[獦-曷+由]	貓	
CB31341	26783	𦞃			[膫-(日/小)+(恭-共)]	膝	
CB31342					[最-又+ㄑ]	最	a00302-019
CB31343					[(北-匕+(白*匕))/几]	兜	a00279-016
CB31344	221B5	𢆵			[ㄠ*刁]		
CB31345	25043	𥁃			[亡/皿]		c08183
CB31346	3560	㕠			[准/又]	雙	a04463-025
CB31347					[收-ㄆ+木]	床	
CB31348					[拖-也-几]	抗	a01505-001
CB31349	4102	䄂			[社-土+由]		a03720-003
CB31350					[揩-白+日]		a01618-003
CB31351					[漳-日+由]	漳	a02297-001
CB31352					[趙-土+大]	趙	
CB31353					[遞-虎+巿]	遞	
CB31354					[劇-豕+匆]	劇	
CB31355					[懵-目+月]	懵	a01459-001
CB31356	5C61	屡			[尸@(米/女)]	屢	a01095-001
CB31357					[(匚@人)*ㄆ]	政	a01720-002
CB31358	5A31	娱			[娟-月+天]	娛	a00930-002
CB31359	20ACA	𠫊			[厂@(敢-ㄆ+(德-彳))]	廳	
CB31360					[沱-匕+(且/八)]	溟	
CB31361					[慢-又+(方-〦)]	慢	
CB31362					[深-木+(犮-、)]	深	
CB31363					[拗-力+刀]	拗	a01549-002
CB31364					[攸-ㄆ+(夕/火)]		
CB31365					[(茿-、)/木]	築	a03026-009
CB31366					[薌-(朗-月)+目]		
CB31367					[赤-土+(茲-卄)]	絲	
CB31368					[供-八+甸]	備	
CB31369	6505	攅			[攢-兟+(夫*夫)]	攢	b01458-001
CB31370					[穴/(唚-口+(收-ㄆ))]	寢	
CB31371					[(瀫-一)-殳+ㄆ]		
CB31372	6B53	歓			[(矢-(企-止)+隹)*欠]	歡	a02065-002
CB31373					[立/((厂-一)*(泳-永))]	彥	a01269-010
CB31374	6E17	渗			[泳-永+(畚-田+(彰-章))]	滲	a02323-002
